voltage_v,current_a,temp_c,vibration_g,failure
219.7,14.77,60.85,0.0806,0
233.09,21.2,59.88,0.0401,1
229.74,8.73,64.05,0.1581,0
237.63,8.45,51.08,0.0302,0
227.58,14.34,30.35,0.0785,0
227.9,12.31,45.05,0.118,0
237.66,12.74,69.85,0.0569,0
226.28,21.49,38.45,0.0525,1
215.6,14.1,63.05,0.1252,0
238.48,11.21,64.96,0.0717,0
223.23,9.51,80.99,0.0281,0
230.67,8.63,61.96,0.0541,0
223.73,9.05,37.03,0.0973,0
220.27,12.07,82.04,0.1449,0
211.01,8.44,49.22,0.0777,0
233.39,16.46,65.52,0.0597,0
196.06,8.22,55.78,0.0668,0
242.98,11.08,64.85,0.0385,0
240.32,17.54,41.66,0.0726,0
220.9,9.36,70.76,0.0599,0
245.88,13.47,59.83,0.0071,0
250.61,12.09,49.2,0.0713,0
227.27,6.33,85.38,0.0358,1
234.11,13.09,35.15,0.0018,0
231.36,11.72,65.68,0.1396,0
245.14,16.4,39.07,0.0779,0
216.07,15.36,79.93,0.2321,0
227.73,17.09,59.9,0.1486,0
239.19,11.91,65.33,0.1773,0
238.14,10.16,70.38,0.1106,0
229.57,7.35,73.94,0.0964,0
243.92,12.04,59.45,0.0448,0
232.33,20.88,75.43,0.0899,1
231.14,7.43,61.3,0.1118,0
236.97,14.32,43.22,0.0245,0
229.39,18.75,89.83,0.0891,1
230.5,14.67,54.61,0.0313,0
222.13,17.55,72.22,0.0409,0
259.33,17.22,87.88,0.2183,1
225.27,11.09,63.08,0.052,0
237.29,12.53,26.23,0.0404,0
249.09,17.06,50.57,0.1992,0
216.57,12.06,54.92,0.0813,0
236.11,9.97,60.04,0.1053,0
230.23,14.51,72.5,0.1718,0
247.95,14.42,76.19,0.0149,0
220.91,11.23,52.4,0.0555,0
222.48,13.75,42.81,0.0907,0
229.5,6.53,52.35,0.1902,0
225.06,6.63,72.24,0.0402,0
225.41,11.45,73.59,0.1175,0
250.28,9.38,67.23,0.0806,0
231.27,11.03,56.94,0.01,0
222.15,18.65,45.03,0.0126,1
226.1,8.52,37.92,0.0692,0
234.05,7.1,19.55,0.0912,0
233.37,9.53,64.72,0.202,0
224.23,19.58,56.87,0.1807,1
213.72,12.64,88.15,0.1599,1
229.49,11.58,62.67,0.0729,0
229.22,13.37,47.9,0.093,0
223.54,8.83,54.9,0.0325,0
242.8,5.91,58.5,0.1453,0
235.75,11.46,39.79,0.0974,0
231.35,13.79,61.97,0.0618,0
226.39,15.39,16.78,0.0172,0
247.33,14.35,94.53,0.0344,1
218.46,7.82,98.49,0.0274,1
225.03,7.84,80.26,0.1326,0
225.48,10.49,69.43,0.022,0
232.99,9.11,71.37,0.2004,0
236.61,11.68,50.31,0.0971,0
216.63,4.73,50.4,0.0731,0
223.15,9.37,66.57,0.0157,0
234.48,16.33,64.0,0.0469,0
223.35,11.91,43.11,0.0954,0
225.98,12.5,61.9,0.0121,0
231.73,16.96,39.59,0.0165,0
220.2,11.69,77.36,0.2192,0
232.78,14.61,47.73,0.1421,0
236.13,14.23,88.29,0.113,1
230.38,17.59,68.51,0.113,0
244.25,6.41,53.62,0.0724,0
237.25,16.24,42.34,0.0801,0
229.59,6.48,50.38,0.0177,0
226.79,9.51,49.67,0.0095,0
247.55,10.61,72.57,0.0714,0
223.39,14.27,60.75,0.0292,0
227.28,14.67,37.06,0.0841,0
225.9,18.21,75.7,0.0558,1
233.98,15.67,41.59,0.0599,0
252.55,11.0,66.99,0.0358,0
232.47,16.69,29.38,0.0602,0
226.78,8.52,59.05,0.1478,0
231.89,12.01,46.38,0.0845,0
216.87,12.11,80.97,0.1195,0
228.12,12.62,76.52,0.0599,0
247.04,16.19,66.42,0.122,0
236.62,21.63,50.55,0.037,1
242.31,17.44,60.4,0.0346,0
240.13,11.24,54.46,0.0327,0
222.91,10.9,64.6,0.017,0
249.12,9.74,68.7,0.1186,0
212.24,7.02,34.31,0.0099,0
233.32,21.63,64.24,0.1824,1
209.4,14.91,77.68,0.0709,0
212.87,9.8,77.61,0.0813,0
239.36,17.25,70.24,0.0709,0
223.09,14.64,60.73,0.0006,0
242.45,17.52,63.32,0.0965,0
208.26,12.31,99.64,0.118,1
229.11,13.22,67.94,0.0325,0
217.84,7.07,33.04,0.1,0
226.71,10.3,57.06,0.0504,0
245.48,3.87,60.14,0.0431,0
247.92,9.68,44.53,0.0043,0
235.13,13.3,91.83,0.0094,1
214.05,18.3,73.34,0.0743,1
217.93,13.62,78.72,0.0609,0
231.6,4.78,75.69,0.0944,0
221.94,15.57,42.89,0.0302,0
236.58,7.9,61.52,0.114,0
246.76,9.34,62.81,0.056,0
220.17,7.13,41.53,0.1379,0
221.05,13.55,76.16,0.2042,0
218.2,15.57,52.59,0.237,0
227.46,16.17,46.73,0.0712,0
230.52,16.77,61.49,0.1624,0
230.22,10.34,51.23,0.2428,0
238.98,9.87,40.02,0.0899,0
233.93,18.41,51.4,0.1433,1
229.41,14.99,23.79,0.084,0
230.41,14.17,64.46,0.1057,0
230.86,7.99,64.43,0.1939,0
229.42,8.74,62.98,0.1882,0
223.23,15.01,62.18,0.0857,0
217.97,14.05,47.33,0.0325,0
231.42,10.77,39.19,0.0298,0
225.01,10.31,59.04,0.1067,0
235.25,12.39,43.35,0.1068,0
230.72,6.51,78.99,0.006,0
230.15,5.8,49.01,0.0621,0
239.84,17.19,60.72,0.1493,0
215.95,8.86,39.97,0.0127,0
247.69,11.47,48.4,0.0394,0
208.15,10.69,56.81,0.2615,0
244.51,7.4,43.26,0.1161,0
232.01,12.5,52.33,0.0161,0
224.76,13.72,48.1,0.0526,0
215.28,13.1,73.8,0.0708,0
224.01,18.79,51.32,0.1415,1
228.36,6.96,66.14,0.081,0
231.95,11.31,64.5,0.1858,0
244.46,6.46,71.75,0.097,0
230.73,10.41,82.73,0.0068,0
233.2,8.45,55.05,0.048,0
233.5,17.95,73.94,0.0537,0
226.72,9.58,47.38,0.1093,0
228.08,8.74,23.88,0.0703,0
228.93,12.51,42.62,0.1043,0
236.26,10.5,71.09,0.2192,0
220.87,13.63,67.65,0.0335,0
224.93,11.67,25.05,0.1713,0
233.56,12.34,74.58,0.0311,0
219.24,14.57,57.5,0.1132,0
231.14,8.83,65.2,0.011,0
224.54,13.98,40.53,0.0617,0
235.05,14.35,70.53,0.1971,0
243.74,11.6,87.15,0.1678,1
224.55,15.54,69.62,0.191,0
237.58,14.24,50.3,0.0812,0
232.01,8.81,62.82,0.142,0
226.16,2.35,72.16,0.0018,0
230.07,12.64,57.72,0.1196,0
242.98,14.14,54.23,0.0957,0
228.28,11.74,45.55,0.0837,0
243.09,14.42,32.81,0.1361,0
228.8,13.17,55.03,0.1164,0
215.88,8.21,79.59,0.1241,0
228.53,6.17,68.79,0.1034,0
215.1,8.47,72.47,0.1382,0
226.82,13.03,76.16,0.0448,0
226.44,15.91,54.09,0.0069,0
248.17,9.94,70.63,0.0585,0
246.09,6.96,78.07,0.1673,0
230.85,4.04,28.37,0.0139,0
242.11,17.67,61.83,0.05,0
226.02,9.45,48.13,0.0986,0
215.73,18.07,64.52,0.1362,1
235.28,19.36,62.16,0.0658,1
233.61,14.85,49.37,0.0276,0
220.62,8.87,69.57,0.0211,0
221.07,7.94,72.15,0.1206,0
239.4,8.18,44.93,0.0421,0
213.16,14.6,75.79,0.005,0
235.58,10.63,66.55,0.0426,0
226.86,19.32,59.2,0.0713,1
235.6,11.58,76.21,0.0689,0
239.88,15.9,73.63,0.1122,0
221.26,11.15,76.43,0.1066,0
218.6,18.5,79.83,0.0725,1
244.66,8.54,50.71,0.0593,0
229.43,12.96,70.9,0.0236,0
233.28,12.22,101.21,0.0322,1
239.11,18.78,61.39,0.0047,1
220.39,9.72,27.99,0.1028,0
239.02,14.87,74.86,0.0664,0
236.4,16.63,70.83,0.1834,0
244.7,7.63,59.67,0.1011,0
244.53,13.62,69.55,0.091,0
230.63,4.78,44.44,0.1448,0
237.53,14.71,33.05,0.0906,0
230.45,11.13,59.81,0.1137,0
231.45,16.55,65.01,0.1535,0
218.71,15.49,60.23,0.1401,0
227.76,7.72,58.21,0.1249,0
212.05,18.97,30.12,0.1663,1
228.63,10.52,59.53,0.3484,1
243.2,6.95,60.46,0.0328,0
237.78,8.0,64.43,0.0514,0
231.12,14.2,38.33,0.0279,0
227.98,20.03,75.6,0.2291,1
224.6,10.38,74.47,0.1065,0
220.81,14.32,53.71,0.0422,0
238.19,15.23,86.76,0.1031,1
214.65,15.54,54.72,0.0306,0
214.42,8.51,71.93,0.1992,0
239.04,18.68,41.57,0.0409,1
232.08,15.1,44.75,0.1333,0
230.45,11.16,56.75,0.0359,0
232.07,7.52,80.05,0.0694,0
250.1,5.57,64.21,0.2944,0
230.56,11.33,71.77,0.1011,0
232.93,16.19,56.69,0.0957,0
250.58,6.71,66.96,0.1425,0
229.36,11.12,81.13,0.0925,0
247.26,9.23,51.65,0.1397,0
208.93,6.1,82.81,0.049,0
218.38,12.29,54.18,0.0696,0
223.32,16.48,53.86,0.0497,0
235.84,12.33,49.84,0.036,0
247.74,7.97,59.56,0.0163,0
224.09,16.97,54.01,0.1407,0
239.78,7.12,59.03,0.0462,0
252.37,13.91,38.61,0.1611,0
245.65,8.5,64.26,0.0792,0
225.96,12.72,61.97,0.08,0
238.69,19.18,76.05,0.1387,1
233.39,6.44,66.81,0.0927,0
223.41,8.09,58.87,0.0892,0
234.27,10.65,40.08,0.0048,0
225.26,10.6,65.16,0.0338,0
231.24,9.24,59.75,0.0108,0
216.22,13.23,57.98,0.0661,0
212.37,14.45,69.72,0.136,0
227.13,14.45,76.86,0.0418,0
233.18,15.57,76.8,0.1178,0
218.72,11.62,72.97,0.0796,0
235.26,17.45,58.87,0.0696,0
230.43,12.41,39.01,0.0732,0
236.5,5.29,52.7,0.028,0
239.46,10.38,48.52,0.128,0
243.44,10.67,68.06,0.1237,0
236.03,6.67,61.82,0.085,0
227.05,15.08,87.12,0.0554,1
231.89,11.59,77.46,0.1323,0
253.29,2.98,68.56,0.0376,0
239.85,3.29,44.84,0.0415,0
230.72,4.63,48.44,0.0451,0
228.49,12.14,40.03,0.0197,0
224.02,14.52,65.28,0.0484,0
218.13,13.15,41.2,0.0203,0
247.08,12.64,67.42,0.0391,0
234.78,7.68,39.66,0.0472,0
217.31,5.43,75.46,0.0153,0
228.75,19.55,37.96,0.0761,1
242.7,12.14,34.9,0.1833,0
225.53,12.4,56.33,0.1333,0
221.86,15.29,75.38,0.0816,0
233.57,13.26,51.73,0.1437,0
236.58,12.64,35.02,0.0746,0
225.54,14.47,52.26,0.1458,0
224.0,15.02,66.39,0.0876,0
234.61,14.39,50.9,0.0529,0
218.75,6.87,29.94,0.0432,0
224.62,14.08,45.55,0.0463,0
228.8,13.63,71.0,0.1124,0
237.39,14.18,86.97,0.0827,1
225.72,8.94,54.39,0.0342,0
235.63,8.47,50.91,0.0645,0
241.66,6.7,49.97,0.1283,0
224.94,12.53,55.22,0.1397,0
262.23,10.19,74.44,0.0845,0
244.2,12.74,73.67,0.0548,0
232.72,12.99,75.01,0.0731,0
228.18,13.53,73.72,0.1148,0
224.45,12.5,43.98,0.056,0
246.61,10.94,45.79,0.0509,0
232.1,10.16,83.17,0.2846,0
215.61,13.46,33.41,0.0517,0
212.88,11.36,58.47,0.032,0
231.12,7.24,42.98,0.0107,0
231.34,20.56,54.25,0.1836,1
220.83,11.91,50.58,0.066,0
214.86,6.98,41.9,0.1315,0
210.37,6.86,58.17,0.0431,0
222.41,6.96,68.61,0.0131,0
226.37,7.63,61.26,0.115,0
236.92,15.7,58.46,0.0255,0
228.7,16.57,70.9,0.0879,0
240.64,11.52,62.96,0.0481,0
236.05,14.06,54.04,0.1121,0
235.13,13.88,78.15,0.0657,0
239.79,10.51,55.0,0.1307,0
216.13,17.78,86.53,0.1367,1
224.64,7.06,58.67,0.1143,0
254.01,13.83,77.88,0.0869,0
210.94,14.58,42.01,0.0575,0
227.02,9.08,62.9,0.0267,0
234.76,16.82,59.39,0.0515,0
211.23,7.92,73.75,0.0865,0
222.47,12.69,41.38,0.031,0
249.96,11.35,84.11,0.1058,0
231.7,7.08,53.87,0.1079,0
224.26,15.64,60.29,0.1576,0
232.1,12.78,69.29,0.1036,0
224.24,15.78,26.39,0.1037,0
247.13,5.67,69.12,0.1932,0
220.09,10.71,76.55,0.1268,0
224.77,10.47,59.63,0.0578,0
215.08,13.59,72.93,0.0778,0
227.05,10.52,67.44,0.0482,0
228.25,5.89,74.05,0.147,0
241.96,10.64,62.17,0.1685,0
219.83,15.23,74.31,0.0314,0
234.84,13.64,56.13,0.0489,0
230.87,15.35,63.04,0.0828,0
211.07,5.87,69.43,0.0285,0
222.75,8.68,36.24,0.1376,0
222.35,7.93,65.96,0.1345,0
246.83,9.42,59.29,0.1664,0
235.46,17.94,64.54,0.1685,0
231.45,9.55,51.72,0.0334,0
187.05,7.97,31.09,0.0838,1
210.92,9.81,59.18,0.0432,0
237.28,7.48,67.0,0.127,0
237.82,5.39,54.17,0.1455,0
222.58,12.64,66.73,0.0617,0
230.28,14.35,44.52,0.0652,0
229.57,10.51,47.86,0.086,0
231.69,16.0,65.5,0.0183,0
226.28,6.39,61.92,0.0415,0
238.15,8.61,63.12,0.1183,0
241.06,10.02,56.27,0.2182,0
220.4,16.29,38.97,0.1181,0
218.06,11.32,68.77,0.0375,0
222.04,16.55,53.54,0.102,0
230.49,8.58,20.36,0.1155,0
233.56,3.71,54.14,0.0565,0
237.88,8.19,72.75,0.0794,0
239.71,13.48,38.62,0.0011,0
233.62,9.41,42.11,0.0573,0
232.3,10.01,65.59,0.0302,0
246.49,7.11,69.09,0.0584,0
230.05,10.92,73.55,0.0672,0
235.9,21.19,59.39,0.0486,1
233.2,5.13,43.39,0.1289,0
228.27,10.76,46.21,0.0393,0
228.33,11.75,85.3,0.0776,1
243.22,9.11,68.92,0.0716,0
229.1,4.09,82.65,0.1142,0
226.47,15.0,55.56,0.0821,0
222.63,9.48,41.81,0.0143,0
234.23,9.51,61.44,0.1618,0
224.88,14.38,48.19,0.0964,0
233.32,8.91,71.6,0.0415,0
231.78,11.26,101.68,0.0846,1
225.73,13.16,59.71,0.1084,0
216.04,17.55,66.67,0.1698,0
219.71,12.12,45.08,0.0733,0
221.28,13.98,43.62,0.1253,0
219.96,2.98,55.69,0.0659,0
234.55,16.65,84.46,0.0415,0
251.29,9.6,64.91,0.0498,0
224.89,16.71,59.99,0.1075,0
226.16,12.04,61.5,0.0604,0
224.15,11.57,39.32,0.0883,0
238.58,9.94,77.03,0.0224,0
234.26,11.32,72.2,0.2373,0
229.83,14.2,46.5,0.0547,0
217.87,11.28,62.11,0.1232,0
220.32,11.62,56.62,0.1206,0
231.75,12.28,73.1,0.1501,0
232.23,7.88,94.63,0.1598,1
229.84,11.57,51.55,0.1633,0
236.65,13.75,68.5,0.1756,0
217.77,7.07,69.11,0.1044,0
233.04,8.41,57.37,0.0248,0
232.48,12.61,52.01,0.0494,0
220.42,16.06,66.51,0.0544,0
223.95,3.57,54.89,0.0592,0
236.93,18.37,63.31,0.0218,1
218.61,20.54,77.94,0.1706,1
254.64,16.78,46.69,0.0262,0
235.56,9.11,51.38,0.0814,0
229.43,16.67,67.25,0.1069,0
227.48,11.83,63.55,0.1186,0
237.88,11.15,54.3,0.0921,0
225.89,10.6,65.51,0.0763,0
226.3,11.45,83.54,0.0745,0
244.53,10.87,70.29,0.1108,0
225.28,10.61,60.79,0.0948,0
231.36,16.7,65.44,0.044,0
222.4,14.59,33.68,0.096,0
232.59,13.42,49.45,0.1421,0
235.81,10.1,70.05,0.2049,0
246.83,13.26,65.77,0.213,0
220.63,7.81,67.44,0.0341,0
215.52,17.4,62.49,0.0392,0
227.33,15.8,53.79,0.1365,0
223.83,14.7,82.93,0.0972,0
229.85,5.26,69.49,0.1113,0
235.22,10.7,57.16,0.0477,0
252.65,10.78,104.19,0.2071,1
225.49,11.98,65.38,0.0793,0
207.9,13.49,84.35,0.1106,0
227.62,6.02,54.92,0.1035,0
233.51,15.88,91.69,0.0344,1
220.3,15.23,67.44,0.1159,0
232.34,17.84,66.27,0.0729,0
231.37,9.43,66.56,0.0859,0
232.6,13.6,56.02,0.1376,0
237.91,16.89,90.96,0.0165,1
229.17,9.57,84.2,0.0435,0
235.48,10.28,19.34,0.0338,0
212.01,5.37,72.16,0.0522,0
220.38,8.39,55.49,0.0258,0
226.58,0.93,42.24,0.1431,0
219.95,9.27,38.87,0.1166,0
230.07,12.46,79.26,0.1628,0
226.56,6.74,57.59,0.2125,0
225.45,15.37,43.38,0.0755,0
238.84,10.65,36.47,0.1427,0
230.84,11.78,33.82,0.0277,0
219.16,16.34,57.67,0.0663,0
223.97,13.37,65.59,0.1579,0
237.53,10.52,56.28,0.0896,0
232.0,10.56,42.17,0.1322,0
241.96,7.93,65.71,0.0677,0
238.47,13.17,70.13,0.0646,0
226.11,4.12,28.49,0.0843,0
244.36,9.18,63.29,0.1886,0
245.18,8.03,52.53,0.1428,0
212.15,9.48,63.13,0.1385,0
230.32,9.7,60.84,0.068,0
224.5,10.32,66.82,0.0598,0
227.4,6.52,44.06,0.1826,0
221.84,14.82,70.82,0.1205,0
220.59,6.46,74.66,0.0185,0
239.01,15.1,63.61,0.0467,0
218.32,6.22,40.76,0.0304,0
230.93,2.94,56.76,0.0314,0
216.51,21.95,69.19,0.1083,1
242.69,15.55,58.62,0.1972,0
230.3,9.92,46.28,0.0847,0
237.45,19.23,41.45,0.0798,1
231.95,10.71,60.28,0.0272,0
227.47,16.67,73.36,0.0749,0
230.68,12.16,42.29,0.0864,0
245.07,4.64,66.4,0.0526,0
221.03,12.6,61.89,0.0689,0
204.51,7.73,46.77,0.0925,0
222.13,11.79,61.19,0.0603,0
217.91,15.79,59.59,0.0342,0
239.68,8.86,61.99,0.149,0
228.24,15.54,38.78,0.0112,0
238.27,14.23,41.93,0.0645,0
230.32,11.34,93.69,0.2313,1
230.09,4.43,75.25,0.0976,0
231.64,6.16,52.01,0.0661,0
244.8,16.74,49.74,0.1042,0
231.87,7.49,55.22,0.0284,0
241.09,9.41,76.21,0.0291,0
240.45,15.28,59.04,0.0529,0
228.37,12.17,61.77,0.1094,0
229.26,11.06,62.68,0.0391,0
226.22,15.42,51.76,0.2382,0
242.83,12.48,78.22,0.1256,0
220.59,14.05,52.13,0.0907,0
222.77,7.63,44.86,0.0282,0
227.24,16.52,71.48,0.115,0
218.52,10.73,58.31,0.0871,0
224.09,13.45,79.58,0.0129,0
241.36,8.94,53.18,0.0515,0
236.51,13.69,51.51,0.0595,0
225.79,12.73,44.27,0.0486,0
238.03,11.53,65.67,0.0871,0
250.82,15.77,74.11,0.0956,0
233.13,14.33,43.75,0.0911,0
244.2,17.69,67.36,0.0998,0
238.52,10.0,68.7,0.118,0
227.06,15.98,58.12,0.0544,0
231.97,15.52,58.93,0.1116,0
235.26,7.07,65.8,0.0476,0
222.55,8.68,60.51,0.0386,0
203.91,11.1,48.71,0.0366,0
221.66,15.81,37.09,0.0883,0
208.42,14.43,80.99,0.1015,0
222.49,15.82,58.41,0.1744,0
212.93,10.24,64.5,0.1974,0
238.8,10.3,54.67,0.0863,0
218.17,14.27,57.84,0.1951,0
235.44,10.82,63.6,0.1677,0
237.67,10.49,45.15,0.1355,0
237.02,9.57,55.85,0.0037,0
211.32,14.65,67.9,0.1384,0
241.23,14.45,44.12,0.052,0
234.2,19.24,65.75,0.023,1
238.04,9.3,69.8,0.1052,0
248.3,13.34,72.2,0.0592,0
237.94,14.58,66.65,0.0249,0
218.17,9.45,81.08,0.0084,0
236.53,13.2,49.9,0.0245,0
214.96,9.41,47.6,0.0706,0
229.37,16.67,66.72,0.1159,0
224.97,11.27,52.97,0.2584,0
230.1,15.59,50.11,0.0297,0
214.9,9.75,60.43,0.0945,0
216.06,8.08,48.93,0.0509,0
225.51,20.17,62.58,0.1052,1
227.77,14.88,76.52,0.3223,1
225.74,11.86,52.92,0.0653,0
244.5,8.43,71.89,0.1147,0
234.24,13.12,61.16,0.0066,0
233.96,20.46,73.79,0.1118,1
226.18,11.7,82.83,0.1237,0
216.08,9.33,62.85,0.1291,0
229.96,8.79,62.93,0.0675,0
248.07,6.28,61.83,0.0969,0
232.24,7.97,71.62,0.1227,0
241.13,8.01,55.07,0.0677,0
242.39,8.98,99.75,0.1445,1
235.6,15.29,59.98,0.1195,0
232.2,10.32,62.36,0.0515,0
220.12,11.72,62.25,0.0921,0
227.92,4.38,39.74,0.0349,0
226.39,8.28,42.8,0.0325,0
233.3,14.2,68.82,0.0582,0
215.86,8.49,49.81,0.1778,0
224.63,9.29,72.25,0.1497,0
234.04,7.43,27.2,0.0476,0
222.98,17.62,85.28,0.0594,1
220.84,20.6,79.73,0.1567,1
222.09,17.84,47.51,0.0223,0
227.28,10.42,85.48,0.0375,1
206.19,15.11,68.06,0.1156,0
222.54,10.67,40.91,0.0877,0
239.53,7.72,60.0,0.0208,0
233.24,11.54,45.06,0.1126,0
234.2,8.67,52.23,0.1127,0
211.72,9.06,39.19,0.1796,0
225.86,12.08,90.39,0.11,1
228.84,15.33,45.44,0.2293,0
234.64,14.61,62.42,0.1725,0
241.11,13.36,53.47,0.0542,0
239.55,9.75,55.37,0.0657,0
224.15,12.37,55.96,0.1252,0
224.38,7.31,58.32,0.0268,0
244.12,9.56,43.29,0.061,0
226.4,11.3,43.02,0.1956,0
219.17,9.15,60.85,0.11,0
227.93,13.27,39.44,0.1743,0
243.49,14.09,58.21,0.0687,0
220.95,17.76,48.23,0.0132,0
225.71,13.23,31.04,0.1594,0
221.36,14.18,68.84,0.06,0
239.56,11.11,69.7,0.1267,0
232.88,23.48,31.45,0.0271,1
239.26,20.17,46.61,0.0469,1
245.65,15.39,55.21,0.0703,0
214.88,4.21,80.22,0.091,0
222.41,19.79,80.64,0.0402,1
225.66,7.03,50.03,0.0614,0
230.69,16.57,71.29,0.0514,0
235.06,8.72,53.07,0.1595,0
225.09,13.57,40.22,0.0299,0
223.08,8.9,89.35,0.1389,1
239.57,11.2,40.13,0.0638,0
235.46,11.89,69.4,0.0821,0
233.16,8.79,63.99,0.2626,0
208.54,11.86,35.29,0.02,0
242.07,10.57,45.64,0.0167,0
231.84,12.32,70.72,0.0197,0
228.38,3.72,59.71,0.0922,0
221.81,11.82,65.14,0.0556,0
223.67,9.6,54.35,0.1533,0
221.09,8.56,87.82,0.1107,1
210.02,13.8,48.23,0.004,0
221.82,10.4,31.08,0.0613,0
214.01,7.76,53.99,0.0559,0
229.4,17.68,69.04,0.237,0
218.49,14.0,60.76,0.1731,0
237.3,11.77,63.49,0.1699,0
213.36,17.86,45.21,0.0778,0
241.95,9.42,93.13,0.0054,1
238.37,13.21,52.03,0.0969,0
219.34,16.38,64.24,0.0416,0
229.06,12.62,83.63,0.1247,0
221.46,22.1,21.9,0.1332,1
235.79,13.18,63.38,0.0447,0
248.0,13.32,62.66,0.147,0
241.81,17.08,48.2,0.0574,0
223.12,14.08,62.02,0.0676,0
231.15,12.88,61.67,0.0546,0
245.22,12.43,55.46,0.1873,0
235.24,10.92,70.2,0.0564,0
240.1,4.58,58.79,0.042,0
236.51,14.18,68.61,0.0981,0
230.76,11.86,74.62,0.0418,0
229.31,7.3,76.75,0.082,0
217.89,9.28,47.86,0.0368,0
222.34,8.67,62.5,0.189,0
220.98,17.31,40.57,0.0617,0
226.49,15.67,45.84,0.0852,0
231.0,18.14,55.32,0.1895,1
228.92,13.02,60.06,0.0385,0
232.16,15.5,46.77,0.071,0
236.64,14.05,51.22,0.1882,0
225.84,7.03,55.86,0.0067,0
237.38,11.0,47.37,0.1504,0
241.38,12.26,84.13,0.005,0
234.15,16.88,86.81,0.1683,1
224.55,9.27,36.15,0.1224,0
239.47,8.98,84.17,0.0094,0
234.83,10.06,36.2,0.0555,0
236.19,16.61,57.93,0.2531,0
245.35,11.95,59.12,0.0672,0
237.09,14.58,55.25,0.107,0
245.74,16.67,47.92,0.0109,0
228.52,12.2,53.86,0.079,0
225.69,11.73,42.05,0.0177,0
241.49,11.85,70.9,0.0929,0
220.14,10.17,35.19,0.1246,0
248.88,14.19,64.08,0.1239,0
243.02,12.34,33.29,0.1265,0
230.88,14.63,66.8,0.082,0
242.01,13.38,52.86,0.0186,0
236.62,11.23,61.28,0.1075,0
217.1,8.1,52.8,0.1066,0
221.84,9.1,43.98,0.0456,0
232.86,12.68,69.75,0.0579,0
231.6,11.05,43.6,0.0477,0
243.08,9.13,49.57,0.0207,0
233.02,12.44,60.74,0.0579,0
217.31,17.69,62.61,0.2752,0
224.55,16.94,66.62,0.0526,0
237.43,10.43,39.71,0.0691,0
211.77,12.24,63.68,0.1093,0
215.89,8.54,90.41,0.0016,1
226.27,17.57,73.1,0.1671,0
239.27,19.72,74.31,0.1659,1
227.83,14.36,44.31,0.036,0
234.61,11.44,42.24,0.1586,0
230.05,9.66,77.71,0.1181,0
228.59,8.97,43.07,0.2108,0
223.46,11.76,92.23,0.0151,1
238.4,9.11,36.84,0.0136,0
217.46,2.52,80.9,0.0778,0
227.66,8.8,53.14,0.0466,0
241.46,16.27,35.58,0.0703,0
222.36,14.11,62.77,0.2083,0
214.44,18.15,44.07,0.1091,1
208.83,15.91,58.35,0.1042,0
236.66,5.41,74.24,0.009,0
237.34,14.49,19.25,0.0459,0
226.56,11.65,58.04,0.07,0
217.29,15.87,70.23,0.0743,0
228.54,8.24,46.01,0.0367,0
241.78,12.01,56.55,0.0734,0
217.31,15.74,41.07,0.0855,0
240.58,13.56,43.97,0.1314,0
213.05,11.04,60.81,0.1261,0
218.63,8.84,66.39,0.2213,0
231.09,15.47,65.4,0.0349,0
239.48,18.2,70.16,0.1366,1
244.72,16.37,48.07,0.0169,0
239.92,12.19,56.31,0.2785,0
245.52,11.36,57.43,0.084,0
231.82,6.16,52.45,0.0971,0
223.78,10.34,37.17,0.1199,0
241.84,7.97,57.25,0.0251,0
243.64,4.2,88.06,0.095,1
239.31,6.77,75.2,0.0898,0
236.13,4.38,36.91,0.0405,0
243.92,16.29,55.28,0.0716,0
233.42,17.44,69.68,0.1163,0
229.79,13.41,75.43,0.0701,0
237.26,12.77,52.22,0.0671,0
234.78,13.14,39.76,0.0476,0
238.85,13.99,68.12,0.2581,0
228.68,10.44,74.62,0.1821,0
239.09,9.67,51.48,0.0574,0
238.58,15.24,64.28,0.176,0
232.13,11.24,54.74,0.1047,0
222.5,7.94,80.8,0.0783,0
242.41,9.04,42.12,0.1609,0
217.9,20.01,89.0,0.0194,1
220.42,18.9,52.61,0.0829,1
231.68,19.32,46.53,0.0418,1
204.92,21.98,73.96,0.0681,1
245.43,10.13,56.34,0.1313,0
230.15,17.47,67.47,0.0595,0
245.39,10.71,59.51,0.0267,0
248.04,9.77,54.53,0.1246,0
228.45,17.0,48.22,0.0348,0
243.49,12.0,72.35,0.0295,0
219.4,6.13,34.46,0.0616,0
234.33,9.93,63.52,0.0207,0
225.27,2.94,84.91,0.0196,0
236.96,12.6,60.83,0.0621,0
238.83,14.81,52.8,0.1392,0
228.4,18.26,81.92,0.0489,1
235.45,16.89,62.5,0.0308,0
239.45,20.04,91.88,0.0073,1
231.88,11.31,40.56,0.1187,0
255.39,4.67,43.69,0.0197,0
228.63,18.97,54.05,0.0876,1
246.56,7.29,66.58,0.1041,0
241.45,17.83,79.96,0.1363,0
211.4,5.4,72.57,0.248,0
244.93,13.19,55.36,0.045,0
240.74,8.0,57.11,0.0772,0
231.14,14.07,77.6,0.2119,0
233.69,10.15,50.48,0.0837,0
234.93,13.41,51.9,0.0906,0
243.75,7.47,65.1,0.0579,0
225.87,8.38,61.48,0.1238,0
245.86,4.86,76.83,0.0177,0
219.16,18.15,55.66,0.202,1
